name	state	fips	metro	immigration	native	white	black	male	population	elevation	high_temp	low_temp	diurnal_temp	particulate	precipitation	sunlight	uvb	smoking	smoking_lower	smoking_upper	female_smoking	male_smoking	radon	drinking	meat	diabetes	obesity	education	income	mammogram	all_cancer	all_cancer_male	all_cancer_female	colorectal	colorectal_lower	colorectal_upper	breast	breast_lower	breast_upper	prostate	prostate_lower	prostate_upper	lung	lung_lower	lung_upper	female_lung	male_lung	over_65_lung	under_65_lung
Washington, AL	AL	01129	0	11.0388447998091	7.7	65.7	27.1	49.0081228932972	18097	0.04849	23.986051	13.465476	10.520575	13.968132	4.226256	17209.879315	1208.297838502	52.7	45.9	59.6	43.15	63.2	0.58	11	69	10.68	29.9	9.3	36.431	63.3	492.5	629.6	384	48.4	35.8	64.3	151.5	119.5	189.8	195.5	156.9	241.1	74.8	58.7	94.2	42.9	116	458.3	19.3
Wilcox, AL	AL	01131	0	10.4214876033058	0.3	27.6	72.0	46.5903056967306	13183	0.0549	23.559912	12.972850	10.587062	14.718608	3.829081	17081.942692	1200.264211924	43.3	36.45	50.15	32.45	57.3	0.64		74	13.26	35.8	13.2	23.491	62.2	527.9	701.9	413.9	78.7	59.1	102.9	103.9	72.8	143.7	218.7	168.1	280	85.6	64.9	110.9	42.3	152.9	433.8	35.2
Winston, AL	AL	01133	0	16.3439659983686	1.0	98.1	0.4	48.9715412792336	24843	0.23825	20.893757	11.802856	9.090901	16.036957	3.965430	16317.620159	1081.018250526	55.7	50.5	60.9	45.95	66.05	1.03	9	74	8.92	27.9	11.1	33.685	52.4	470.1	583.5	393.4	51.1	40	64.5	111.8	89.1	138.8	98.8	76.3	126	102.8	87.2	120.6	67.4	146.1	536.2	40.1
Aleutians East, AK	AK	02013	0	36.2722351121423	38.6	26.4	1.7	64.8869113830182	13545																	6.58	28.1	9.6	54.375		308.3																		
Aleutians West, AK	AK	02016	0	44.8084291187739	22.5	42.8	3.3	64.2817932296432	44471															21		6.78	23	9.0	72.917		314.7	284.6	370.8																
Anchorage, AK	AK	02020	1	26.1429515391041	10.4	77.2	7.2	50.5864770269284	260283	0.10065														17		6.58	25	33.0	73.004		486.5	546.6	441.8	44.9	40.4	49.6	138	128.3	148.3	159.4	147.4	172.2	74.5	68.7	80.7	65.9	85	427.9	23.4
Bethel, AK	AK	02050	0	12.301284276293	85.5	15.8	0.7	53.1050855929027	19198	0.0852														16		6.3	27.2	13.9	52.214		411.7	441.4	389.6	99.2	71.3	133.5	82.2	50.8	125.2				61.8	38.5	92.4		98.2	405.2	
Bristol Bay, AK	AK	02060	0	26.9461077844311	45.1	54.3	0.6	54.4515103338633	1258	0.02225														18		6.52	27.3	15.9	84		499.8																		
Denali, AK	AK	02068	0	33.5376044568245	8.6	90.9	1.5	58.161648177496	1893	0.73959														20		5.54	21.6	27.5	72.5		374.3	483.6																	
Dillingham, AK	AK	02070	0	17.3618940248027	76.2	27.2	0.5	52.1535960991467	5801	0.12249														16		7.18	25.9	20.2	60.8		343.8	313.6	379.4																
Fairbanks North Star, AK	AK	02090	1	34.505249343832	9.9	82.6	7.0	52.1692419121198	82840	0.18016														19		5.84	25.6	27.1	66.598		430.2	466.2	402	39.6	32	48.2	129	111.3	148.6	137.1	117	159.4	72.3	61.9	83.8	63.9	83.7	436.2	19.6
Haines, AK	AK	02100	0	27.846425419241	15.6	86.9	0.3	50.6270903010033	2392															20		5.72	22.7	33.1	47.981		450.2	525.7	381.5																
Juneau, AK	AK	02110	0	23.645989342064	16.6	80.5	1.4	50.3695744195891	32262	0.14756														18		5.5	21.7	34.7	75.517		451.6	489.1	433.6	46.3	33.8	61.7	135.2	108.1	166.9	131.9	102.4	166.9	47.6	34.9	63.1	51.2	44.6	281	13.9
Kenai Peninsula, AK	AK	02122	0	21.5750986863392	10.2	89.8	0.8	52.027530136242	50544	0.08729														16		6.22	25.5	22.4	57.454		491.4	561.3	432	47.6	38.6	57.9	126	107.6	146.8	159.8	134.8	187.9	73.4	62.3	85.9	64.7	83	430.6	21.7
Ketchikan Gateway, AK	AK	02130	0	22.6798629615531	19.1	79.2	0.8	51.0945273631841	15399	0.17948														22		6.62	25.3	24.2	61.695		438.9	454	434.5	47.1	30.5	69.2	101.5	69.2	143.7	67.3	40	105.6	94.9	70.9	124.2	73.5	119.2	576.6	25.2
Kodiak Island, AK	AK	02150	0	33.2060157555502	17.6	64.0	1.1	52.9145403579386	18138	0.04255														23		6.52	22.1	21.8	60.776		439.5	447.5	435.5	51.2	31.1	78.7	101.2	62.9	153.7	116	71.9	174.8	91.8	61.7	130		103.2	566.3	
Lake and Peninsula, AK	AK	02164	0	15.8208955223881	79.7	25.3	0.2	53.1541415249589	2631															23		6.76	29.4	13.5	40.909		478.2		762.7																
Matanuska Susitna, AK	AK	02170	1	28.8399492477796	8.6	91.9	1.1	51.9722868413068	59322	0.22537														14		6.02	23.8	20.8	67.703		512.2	559.4	463.7	48.8	40.3	58.4	146.8	128	167.5	158.2	137.9	180.6	74.7	64.1	86.5	60.4	90	442.3	21.6
Nome, AK	AK	02180	0	13.4008338296605	79.1	23.2	0.6	54.0343627664202	12397	0.11462														21		7.26	27.3	14.9	53.899		416.7	448.9	422.4	68.4	43.1	102.8	92.4	51.8	151.4				105	66.9	154.5			758.2	
North Slope, AK	AK	02185	0	19.1495732894146	73.8	22.4	1.2	52.9451591062966	7385															15		7.26	28.8	13.5	68.517		616.2	648.4	578.3	153.4	90.9	237.1							127.5	71.6	204.5				
Northwest Arctic, AK	AK	02188	0	13.9975170701428	85.8	15.6	0.5	53.3712541620422	7208	0.20799														18		6.98	30.6	12.5	55.217		424.9	454.4	408.9	103.8	62.2	160.5													
Prince Wales Ketchikan, AK	AK	02201	0	18.4367332632317	45.3	59.6	0.4	54.5069964204361	7555	0.01942														17		6.44	27.2				411.2	437.1	376.9	51.9	30.3	85.6	128.8	70.1	217.8										
Sitka, AK	AK	02220	0	30.9606829385596	24.7	75.0	0.8	50.9903791737408	8997	0.16925														22		5.88	21	29.2	62.024		384.4	448.8	360.1	37.2	21.2	60.8	125.9	84.2	181.5	107.5	65.1	166.7	44.4	25.5	71.5				
Skagway Hoonah Angoon, AK	AK	02232	0	23.2851430329129	39.5	62.7	0.4	53.7834691501746	5625	0.08788														20		6.06	25.7				431	508.9	359.8																
Southeast Fairbanks, AK	AK	02240	0	28.8900505314515	15.9	83.7	2.3	51.7330741820538	6972	0.71535														15		6.36	26.4	20.0	59.596		467.8	484.9	449.6				155.5	97.1	236.7	136.2	74.4	226.7	103.9	62.5	160		149.6	639.4	
Valdez Cordova, AK	AK	02261	0	26.948494702612	17.3	81.1	0.5	53.241785188818	12829	0.9228														16		5.88	27.9	23.7	60.383		484.9	498.7	472	58.6	34.5	91.9	125.5	80.4	187	132.8	86.5	195	72.2	44.4	109.5			492.8	
Wade Hampton, AK	AK	02270	0	7.42684478371501	94.9	7.0	0.2	52.1627774615822	7028	0.07383														11		6.68	30.3	7.7	37.955		370.9	409	338.9																
Wrangell Petersburg, AK	AK	02280	0	17.0356111645813	22.6	80.0	0.6	52.0197486535009	10995	0.02034														16		5.94	23.4				503.4	539.9	459.2	62	37.3	97.6	150.7	99.3	222.3	141.9	92.3	211.1	85.8	55.6	126.9		119.2	498.4	
Yakutat, AK	AK	02282	0	26.5789473684211	46.8	56.7	0.2	59.2821782178218	808																	6.54	27.4	17.9	65.75																				
Yukon Koyukuk, AK	AK	02290	0	18.3240039512677	74.4	27.9	0.3	54.2512593497176	6551	0.3221														25		6.68	23.3	11.5	33.712		490.7	619.1	364.7	118.5	76.5	174.3				118.3	66.3	195							
Apache, AZ	AZ	04001	0	15.086547894054	77.8	20.6	0.4	49.5556227763133	69423	1.97088	16.623963	6.981813	9.64215	8.920997	0.940915	18579.689753	1342.833751486	48.95	35	62.9	42.45	56	1.1	11	55	11.56	28.4	10.3	30.184	43.6	250.9	310.9	204	29.2	23.3	36.1	42.9	33.8	53.7	83.2	68.3	100.3	19.9	15.1	25.7	16.6	24.2	117.8	5.7
Cochise, AZ	AZ	04003	0	30.7068797877271	2.1	79.8	5.3	50.4072013927222	117755	1.36983	22.803830	11.707534	11.096296	10.202346	1.071080	20125.107745	1504.172024912	48.25	43.8	52.65	41.3	55.7	1.04	13	55	7.3	22.6	21.4	44.876	64.4	363.5	384.5	346.1	34.8	30.8	39.1	93.2	83.8	103.4	81.5	73	90.8	50.3	45.6	55.4	43.9	57.6	275.7	17.7
Coconino, AZ	AZ	04005	1	30.7427511018325	29.7	65.1	1.4	49.9148899587345	116320	1.9155	17.622581	7.820269	9.802312	10.456198	0.991164	18811.367772	1312.276710489	42.5	37.55	47.4	37.3	47.75	1.16	15	55	6.94	19.5	31.1	49.51	61.5	385.6	421.6	353.8	28.9	24.1	34.3	99.8	87.9	112.8	111.2	97.3	126.4	38.9	33.1	45.4	33.9	44.6	245.8	9
Gila, AZ	AZ	04007	0	26.7025015505479	13.8	79.4	0.5	49.184766728353	51335	1.30298	21.012559	10.605092	10.407467	10.285646	1.464982	19768.029601	1391.510631568	53.75	47.6	59.85	46.3	61.7	1.01	11	55	7.9	23.1	15.0	37.58	57.6	350	399.6	310.3	32.5	26.9	39.1	86.1	72.8	101.3	82.6	70.7	96.4	52.7	46	60.3	38.4	69.6	314.1	14.9
Graham, AZ	AZ	04009	0	23.6177165226957	15.6	68.9	2.1	52.936785213055	33489	1.01521	22.556858	11.601274	10.955584	9.383310	1.131458	20047.844688	1451.529281475	44.3	37.8	50.75	35.8	53.75	0.88	17	55	8.7	22.9	13.4	41.683	54.0	404.9	439.3	380.9	38	29.2	48.5	104.9	83.8	129.6	79.1	60.7	101.1	54.6	44	66.9	51.9	58.7	342	13
Greenlee, AZ	AZ	04011	0	21.9605346912794	2.7	77.4	0.6	52.2054522054522	8547	1.33144	20.152514	9.503944	10.64857	9.358384	1.287568	19760.831423	1458.623577458	48.8	42.3	55.3	41.6	55.55	0.86		55	6.94	22.9	13.4	48.696	57.6	481.1	557.3	430.9	56.4	34.5	87							68.7	43.5	102.8			409.1	
La Paz, AZ	AZ	04012	0	28.5234899328859	14.2	76.2	1.1	51.3466903373066	19715	0.27589	27.748379	17.229610	10.518769	13.989169	0.463651	20359.613275	1354.225445314	47.6	40.3	54.85	37.95	57	0.99	16	55	7.5	22.7	9.0	32.147	54.2	323.4	396.8	251.7	34.5	26.1	45.6	36.5	23	56.2	92.3	74	115.3	60.6	50.1	73.5	45.5	76	309.1	24.7
Maricopa, AZ	AZ	04013	1	24.3538483154199	2.5	79.8	4.3	50.0129713760628	3073322	0.38463	27.732474	17.055243	10.677231	11.486712	0.692658	20260.918993	1374.897255713	39.15	36.85	41.4	32.95	45.5	1.24	16	55	7.14	19	29.0	55.054	66.5	406.3	453.2	373.1	37.3	36.4	38.2	114.7	112.5	116.9	129.6	127.2	132.2	56	54.9	57.1	49.8	64.1	328.6	16.6
Mohave, AZ	AZ	04015	0	32.5137342853028	3.3	92.0	0.7	49.7310232726147	155032	0.57798	22.273053	12.106709	10.166344	12.579563	0.747063	19336.077099	1310.790460337	58	52.5	63.45	52.1	64	0.77	17	55	7.12	21.2	12.0	39.785	57.4	431.5	484.7	383.4	43	39.7	46.6	96	88.4	104.1	109.7	102.3	117.6	83.5	78.9	88.2	77	90.5	461.9	28.7
Navajo, AZ	AZ	04017	0	19.3888421642837	48.8	47.6	1.1	49.6840053349749	97470	1.82636	17.762420	8.187575	9.574845	9.579247	0.846851	18770.928404	1335.358289377	45.2	36.8	53.6	36.35	54.7	1.27	11	55	10.62	25.3	14.4	39.774	50.9	318.4	352.7	290.4	27.2	22.9	32	80.5	70.3	91.7	94.4	82.8	107.2	39.6	34.3	45.4	34.8	45.5	245.3	9.8
Pima, AZ	AZ	04019	1	22.6653888863536	4.0	77.8	3.7	48.896468842519	843746	0.78219	25.832247	15.029518	10.802729	10.739954	0.853459	20316.022336	1439.786897583	47.75	44.65	50.85	43.05	52.85	1.05	15	55	6.74	18.3	29.6	45.521	73.2	371.2	407.8	344.2	35.4	33.8	36.9	100.7	97.1	104.5	104.7	100.8	108.7	49.2	47.4	51	44.7	54.9	286.9	14.8
Pinal, AZ	AZ	04021	1	33.5274011417391	8.7	72.6	3.1	53.3197571872896	179727	0.56683	26.824036	16.080623	10.743413	9.869351	0.916712	20126.320691	1410.141960164	50	43.95	56.05	41.3	59.05	1.1	17	55	8.26	26.4	17.9	51.31	55.8	372.2	421.1	332.4	35.9	33	39	96.8	89.9	104	109.8	102.6	117.3	54.7	51.2	58.4	44.6	66	307.7	18.1
Santa Cruz, AZ	AZ	04023	0	16.1977035015916	1.0	78.4	0.5	47.8439853052291	38381	1.21773	22.415849	11.212802	11.203047	10.696536	1.313389	20072.782957	1521.830192038	32.7	27.55	37.85	20.45	46.9	1.26	13	55	5.72	17.3	17.3	36.519	57.5	309.9	333.8	289.9	34.8	27.3	43.6	79.9	64.7	97.7	80.6	64.1	100.2	35.1	27.6	44.1	26.1	47.3	234.2	
Yavapai, AZ	AZ	04025	1	34.2129603412802	2.5	93.7	0.6	49.0224872699487	167517	1.4198	20.834042	10.913075	9.920967	12.722736	1.139795	19649.679425	1340.799463538	53.5	48.3	58.7	47.85	59.65	0.98	12	55	6.36	18.9	23.7	43.29	62.7	391	434	355	38.2	35.3	41.4	110.7	103.2	118.6	132.3	124.7	140.3	52.6	49.2	56.2	47.4	58.5	309.3	15.5
Yuma, AZ	AZ	04027	1	26.4891727345456	2.2	71.1	2.6	50.491170184845	160026	0.06017	28.918342	17.542305	11.376037	12.215145	0.343081	20299.990146	1366.509972715	37.85	32.8	42.9	28.8	47.55	0.66	17	55	7.3	24.3	13.3	40.34	60.4	336.3	375.8	303	31.8	28.5	35.3	98.4	89.7	107.6	92	84.2	100.5	53.7	49.6	58.1	41	68.1	295.1	18.8
Arkansas, AR	AR	05001	0	13.5091885195127	0.6	75.7	23.6	47.6215721239578	20749	0.06093	22.295929	12.159169	10.13676	13.542914	3.418367	16640.595273	1106.52144534	52.45	46.75	58.1	43.55	62.65	0.6	8	67	9.24	28.6	14.3	37.23	65.0	489.6	639.5	382	59.1	46.1	74.9	115	89.6	145.8	191.7	156.2	233.1	89.6	73.5	108.5	62.7	128.8	436.3	39.5
Ashley, AR	AR	05003	0	12.0329378431025	0.6	70.6	27.3	48.2754347556694	24209	0.04994	23.297078	12.984200	10.312878	12.877525	3.839049	16787.693227	1146.042515714	52.55	46.85	58.15	42.55	63.5	0.53	14	69	9.22	27.9	13.7	34.934	64.4	436.2	527	361.8	54.8	42.8	69.2	89.8	68.1	116.5	158.2	128.1	193.5	79.9	65.2	97	64	100	421.8	30.4
Baxter, AR	AR	05005	0	25.4993324068776	1.2	98.8	0.2	47.9966654509457	38386	0.23503	20.352650	10.126527	10.226123	12.461463	3.014497	16106.773157	1025.85173905	56.45	51	61.95	48.6	65.25	1.62	13	69	8.32	26.3	14.5	35.606	59.8	501.9	628.1	389.5	46.8	39.8	54.9	115.8	99.3	134.7	200.3	180.5	222.3	82.6	73.4	92.8	57.6	111.3	449.3	29.5
Benton, AR	AR	05007	1	30.7959038403259	2.7	92.6	0.5	49.3370533095185	153406	0.38847	19.705236	9.284847	10.420389	11.676020	3.185851	16103.154868	1031.387709883	49.9	45.75	54.1	44.85	55.25	1.68	11	69	7.26	23.9	25.9	50.434	54.9	379.3	443.8	325.6	39.2	35.5	43.3	104.7	96.2	113.7	134.4	124.3	145.2	53.9	49.5	58.6	44.4	65.1	302.6	17.9
Boone, AR	AR	05009	0	23.6896681749623	1.3	98.5	0.2	48.2237539766702	33948	0.36381	19.700796	9.660793	10.040003	12.167757	3.021241	16049.971618	1027.087269119	57.2	52	62.45	49.35	65.9	2.06	8	69	8.22	25.5	14.5	36.977	57.7	471	593	378	48.5	40	58.4	115.8	97.4	137	184.8	160.3	212.2	62.8	53.2	73.8	45.6	85.8	328.8	24.3
Bradley, AR	AR	05011	0	18.0851961197807	0.5	64.0	28.9	49.4285714285714	12600	0.06166	23.083290	12.243640	10.83965	12.864598	3.747884	16752.615419	1127.735617663	46.95	41.15	52.75	37.95	57	0.48	10	67	9.36	28.1	12.7	29.908	58.3	410.7	488.6	354.1	48.2	33.8	67.1	119.5	86.1	162.2	135.5	99.7	180.6	84.7	65.2	108.6	51.2	126.9	390.9	40.4
Calhoun, AR	AR	05013	0	18.6705947339348	0.8	75.2	23.8	48.1023676880223	5744	0.0595	23.172767	12.073717	11.09905	12.795973	3.631632	16733.277330	1126.856003049	55.7	49.7	61.65	44.75	67.9	0.42	2	67	9.26	27.4	6.6	32.45	64.3	350.2	461.3	270.2	48	26.8	80				118.8	69.6	191.4	80.2	53	117.5		106.6	410.9	
Carroll, AR	AR	05015	0	26.04398839312	1.9	95.2	0.2	49.3394328982135	25357	0.39922	19.289234	9.137499	10.151735	11.952128	3.015181	16042.089910	1027.752029421	53.05	47.5	58.6	45.55	60.9	1.61	12	69	7.82	25.4	17.4	34.235	53.5	371.9	432.7	324.6	40.5	31.6	51.2	103.2	82.9	127.4	115.3	93.6	141	55.1	44.9	67.3	45.7	66.5	310.2	18.2
Chicot, AR	AR	05017	0	15.9071890452644	0.5	43.8	54.3	48.4947226747893	14117	0.03899	23.218028	12.847582	10.370446	13.210122	3.665368	16881.625450	1148.716521103	44.9	38.9	50.9	35.5	56.45	0.45	8	67	11.06	31.1	12.6	21.676	60.8	434	529	381.7	55.6	40.3	75.2	132.2	98.5	174.4	125.5	90.2	170.5	86.7	67.3	110.3	45.2	146.3	463.8	32.1
Clark, AR	AR	05019	0	27.093306837684	1.0	75.3	22.6	48.101588380192	23546	0.08934	22.516879	12.342565	10.174314	12.510380	3.774925	16489.813127	1094.452106462	46	40.5	51.5	36.2	57	0.5	14	67	8.84	26.2	21.7	31.968	64.3	455.5	554.3	390.3	41.2	30.9	54.1	112.6	87.5	142.9	168.3	135.8	206.3	78.8	64.1	96.1	50.6	114.4	391	33.7
Clay, AR	AR	05021	0	14.142451519362	1.3	98.9	0.2	48.3332386847635	17609	0.09387	20.431286	10.628711	9.802575	13.298813	3.155537	16021.851933	1024.545053314	58.2	52.2	64.15	47.2	70.55	0.7	8	74	8.5	26.8	8.8	29.066	49.1	428.7	518	365.7	58.6	45.2	75.1	76.7	54.8	105.2	123.2	94.5	158.8	97.3	79.9	117.7	74.7	128.3	514.2	36.9
Cleburne, AR	AR	05023	0	26.4043466830252	1.1	99.1	0.2	48.423854279298	24046	0.19487	20.377993	11.096781	9.281212	12.902676	3.356744	16132.571388	1055.026869943	55.2	49.8	60.65	45.9	65.25	0.82	4	67	8.32	26.1	13.8	35.753	63.3	488.8	576	418	48.9	39.2	60.6	122.2	99	149.6	168.1	143	197.1	83.6	71.3	97.7	64.4	106.7	410.3	36.3
Cleveland, AR	AR	05025	1	18.22272215973	0.7	85.6	13.4	48.8274413720686	8571	0.07281	22.598586	11.704319	10.894267	12.947597	3.652812	16644.044462	1119.18234475	47.7	41.2	54.25	41.7	54.1	0.48	10	67	9.32	27.9	14.0	36.957	66.4	456.1	605.6	345.6	53.3	34.6	78.8	95.4	61.9	141.6	138.1	93.8	196.6	96.6	71.1	128.6		172	585.1	
Columbia, AR	AR	05027	0	15.8374620092427	0.7	62.6	36.4	47.6272311838456	25603	0.09799	23.335798	12.427774	10.908024	12.713847	3.690841	16814.016213	1121.556783076	50.4	45	55.8	40.9	61.4	0.47	10	69	9.66	28.2	20.8	35.148	63.3	434.4	565.2	337.1	53.4	41.9	67.1	97.3	75.2	123.9	172.6	141.7	208.5	73.5	60	89.3	44.8	114.4	375	29.9
Conway, AR	AR	05029	0	19.3282602991341	1.1	85.4	13.5	48.5493705743509	20336	0.12767	21.180844	11.442695	9.738149	12.670389	3.329529	16166.988383	1053.311733902	53.65	48	59.35	43.25	65	0.56	11	67	8.46	28.6	13.8	32.7	62.3	452.3	547.4	378.6	48.4	36.7	62.8	127.3	100.8	159.1	146	116.5	181.1	87.3	71.9	105.3	49.5	137.1	507.8	26.5
Craighead, AR	AR	05031	1	23.1782631970649	0.8	90.2	8.0	48.4126211228514	82148	0.09043	20.892761	10.888400	10.004361	13.256281	3.209444	16179.891187	1060.937900956	49.65	44.65	54.65	42	58.05	0.82	9	74	8.34	28.3	23.1	39.233	64.3	430.9	519.9	367.9	41.6	35.8	48.1	97.5	85.4	111	133.7	117.7	151.2	78.9	70.9	87.6	60.9	102.5	392.4	33.5
Crawford, AR	AR	05033	1	22.7509897472338	3.5	94.3	1.1	49.4206246361297	53247	0.19557	20.662999	10.915639	9.74736	12.117662	3.445968	16203.016998	1058.737802986	54.55	49.3	59.85	46.7	62.95	0.67	8	67	7.46	24.9	13.0	40.197	55.7	436.4	478.3	401.6	44.1	36.8	52.5	119.7	103.4	137.8	120.7	102.9	140.7	76.6	67	87.2	65.2	93.3	407.6	28.7
Crittenden, AR	AR	05035	1	18.9001739279809	0.5	51.4	47.3	47.6467581488617	50866	0.06482	21.385317	11.357651	10.027666	13.796683	3.424029	16289.250615	1066.417153608	42.4	36.4	48.3	32.45	54.1	0.5	12	74	11.2	30.1	14.2	33.716	62.2	403.9	480.2	346.8	60.1	50.5	71.1	82	67.5	98.7	107.7	87.7	130.7	71.7	61.1	83.6	57.2	91.4	382.9	26.7
Cross, AR	AR	05037	0	16.2075979987905	0.6	75.4	23.9	48.4533442589368	19526	0.08088	21.338855	11.174579	10.164276	13.512256	3.296179	16352.870282	1060.779288674	51.7	45.75	57.6	41.2	63.45	0.72	10	74	9.34	29.9	12.6	37.021	61.3	421.8	525	346.3	50	37.3	65.7	81.6	59.3	109.8	119.5	89.6	156.1	99.9	81.7	121	66.6	142.1	561	33.1
Dallas, AR	AR	05039	0	18.2026069060142	0.4	57.4	41.3	48.5342019543974	9210	0.08564	22.561167	11.751011	10.810156	12.763574	3.653235	16615.635730	1109.229063515	50.7	44.75	56.6	40.1	62.35	0.47	3	67	10.32	30.4	12.4	29.602	57.9	467	557.3	402.3	60.4	41.3	86	122.8	82.9	176.1	171.3	122.3	234.5	83.8	60.9	113.2		120.5	388.4	39.7
Desha, AR	AR	05041	0	12.223630474581	0.7	51.1	46.6	46.6918714555766	15341	0.04652	22.751018	12.529919	10.221099	13.464007	3.508163	16765.121638	1142.144160531	42.7	36.45	48.95	31.3	56.45	0.38	10	67	9.94	29.6	13.6	29.051	62.8	466.8	593.3	369.6	50.2	36	68.5	128.1	95.5	168.6	179	137.2	229.9	80.4	61.9	103	56.2	111.5	315.7	46.4
Drew, AR	AR	05043	0	21.7152344420908	0.7	71.0	27.5	48.4858195801955	18723	0.07657	22.884436	12.518323	10.366113	13.030926	3.704529	16744.500548	1148.653496896	48.45	43.15	53.7	38.35	59.5	0.58	13	67	8.94	29	19.4	32.558	64.5	426.3	556.8	328	42.4	30.5	57.6	92.9	68.1	123.9	173.3	136.7	216.7	87	69.6	107.4	57	126.4	447	34.9
Faulkner, AR	AR	05045	1	30.4629895325191	1.1	89.5	8.8	48.8443741716465	86014	0.10781	21.362778	11.672352	9.690426	12.850107	3.309868	16223.227864	1057.569541277	47.45	42.35	52.5	42.2	53.05	0.74	13	67	8.06	25.5	26.4	45.287	70.7	460.3	560.9	382.6	45	38.9	51.8	121	107.4	135.9	161	143.7	179.6	75.7	67.7	84.3	55.3	102.8	392.5	29.8
Franklin, AR	AR	05047	1	19.2444203813993	1.7	97.5	0.7	49.4907433459006	17771	0.19674	20.979616	10.905981	10.073635	12.219692	3.307516	16223.224121	1054.70544765	53.95	48.35	59.55	44.7	63.6	0.73	12	67	8.84	25.4	11.6	32.064	56.0	426	473.5	393.6	36.6	26.2	49.9	106.2	80.7	137.5	111.9	85.1	144.9	86.3	69.9	105.6	74.6	102.8	449.8	33.7
Fulton, AR	AR	05049	0	24.786169244768	1.6	98.8	0.3	48.9778388593025	11642	0.22238	19.907924	10.017530	9.890394	12.623882	3.102127	16075.525827	1022.363946605	60.05	54.3	65.9	50.1	70.75	1.9	11	69	8.36	26	9.7	30.598	52.2	386.2	462.9	322.8	42.5	29.4	60.1	82.5	57.5	116.4	130.8	100	170.1	72.2	55.6	93.2	58.3	87.8	379.3	27.8
Garland, AR	AR	05051	1	23.6519357589881	1.4	90.2	8.2	48.5545260480538	88068	0.18246	21.405935	11.797656	9.608279	12.437082	3.828807	16258.044873	1078.301000334	53.05	48.15	57.95	44.55	62.5	1.6	12	67	7.8	24.9	20.2	36.844	63.9	499.2	598.4	420.6	43.4	38.5	48.8	127.6	115.8	140.4	159.3	146.3	173.2	88.6	81.9	95.8	69.9	112.5	487.3	30.9
Grant, AR	AR	05053	1	23.1968810916179	0.9	96.2	2.6	49.6173469387755	16464	0.09051	22.340367	11.425034	10.915333	12.885924	3.562842	16505.233199	1083.185283549	54.75	49.25	60.3	46.45	63.35	0.66	16	67	7.98	29.3	14.7	51.589	65.3	495.6	646.1	382.2	39.5	28.1	54.2	107.1	80.4	140.2	175.8	138.1	220.7	100.3	81	123	50.1	166.8	541.6	36.5
Greene, AR	AR	05055	0	18.8077872853615	1.5	98.7	0.2	48.7985856258873	37331	0.09595	20.588156	10.954331	9.633825	13.232390	3.244661	16124.566645	1028.420012399	56.6	51.15	62.05	47.05	67	0.62	13	74	8.2	29.5	12.0	38.209	55.5	433	521.2	379.6	50.3	41.4	60.5	87.1	70.6	106.4	130.5	108.6	155.6	84	72.4	96.9	59.2	119.3	438.1	32.7
Hempstead, AR	AR	05057	0	19.8568872987478	1.2	64.6	31.0	48.3613855089668	23587	0.1097	22.912443	12.192796	10.719647	12.418736	3.630500	16523.575118	1121.239415615	48.7	42.95	54.45	37.9	60.65	0.43	14	69	9.78	29.3	14.7	35.708	61.2	420.7	538.1	335.2	48	36.5	61.9	94.3	72.1	121.4	155	124	191.4	87.5	71.9	105.6	43.1	143.9	422.4	39.1
Hot Spring, AR	AR	05059	0	21.1335119131538	1.3	88.5	10.6	48.845254175864	30353	0.1299	22.063405	11.929360	10.134045	12.549280	3.787468	16417.311758	1081.141838704	51.6	46.3	56.9	41.15	62.7	0.59	13	67	8.6	28.3	12.5	37.15	63.1	440.3	542.5	361.8	52.4	42.5	64	113.4	92.9	137.4	120	98.2	145.2	95.7	82.3	110.8	65.6	132.5	559.5	28.6
Howard, AR	AR	05061	0	18.830242510699	0.9	74.3	22.1	48.7552447552448	14300	0.13931	22.136532	12.118844	10.017688	12.046967	3.848531	16300.440767	1089.70772653	46.4	40.55	52.25	35.85	57.95	0.67	8	69	9.24	27.7	12.4	34.554	59.8	487.2	601.5	396	41.7	28.7	58.7	113.8	83.9	151.3	182.2	140.6	232.3	96.4	75.9	120.8	74.7	126.7	543.3	31.8
Independence, AR	AR	05063	0	18.0565967016492	1.3	96.1	2.3	49.0579265620892	34233	0.1286	20.827677	11.359733	9.467944	13.011558	3.260116	16195.594171	1057.238804869	54.2	48.95	59.5	46	63.1	0.91	9	67	8.12	26.2	14.7	34.625	63.6	463	560	389.4	55	45	66.5	101.7	83.2	123.3	133.4	111.4	158.7	95.4	82.7	109.7	57.4	143.2	424.5	47.8
Izard, AR	AR	05065	0	25.8670060451798	1.5	97.5	1.5	50.7057136387652	13249	0.20468	20.358173	10.606988	9.751185	12.752828	3.132142	16103.698755	1029.948918768	53.7	47.95	59.45	43.45	64.9	1.35	6	67	7.66	26.8	12.3	31.673	54.4	489.2	586.2	412.7	48	35.3	64.5	132.9	100.7	173.5	162.6	128.4	204.3	86.1	68.7	107.2	61.3	115.7	444.7	34.2
